f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
-0.37273288,-0.17105195,0.42549723,-0.9367486,0.020879935,0.49499694,-1.9969188,-1.5364429,-0.7753157,-0.85854703,0.6396237,0.28921884,0.25571764,2.2333465,-2.14802,-1.0671245,-0.52139336,0.4210167,-1.8219155,-1.9745407,0.59621185,-0.65954727,1.4956683,1.9795146,-0.035981372,1.7265667,0.7943756,0.6370811,-1.2827444,-0.27681005
0.21659492,0.7303686,0.87439615,-0.35608205,0.339536,-0.09664882,-0.9724481,-1.1385933,-1.3186595,-1.8883111,0.4540889,0.3126943,-0.6591521,0.74218607,-1.1155722,-2.0492344,-1.3558598,-0.65438473,-1.2985324,-2.2076468,-0.43174106,-1.4040208,1.7850031,1.5412709,-0.34036443,0.18274017,0.084533654,0.6961794,-1.2329592,-0.25429204
0.40345675,-0.4733209,-0.5702866,-1.4256905,1.3409374,-0.26326814,-1.8446358,-2.328664,-1.028996,-0.6606471,0.28424537,-0.100127265,0.7632466,1.4740634,-1.9652717,0.057329506,0.118939534,1.0566038,-1.1406868,-1.2449332,0.52782863,-0.796499,1.3183166,1.4171573,-0.12325087,0.91552985,0.67340076,1.3924029,-0.5009493,-0.1337017
0.8123498,-0.30455056,-0.5115628,-1.5616763,1.3101717,-0.7038144,-1.3407418,-2.1817694,-0.80784625,-1.3737501,-0.10403928,0.0085117165,0.21322224,0.9804019,-1.487882,-0.55348825,-0.3092336,-0.02150821,-1.1775684,-1.5631106,0.10801877,-1.3654894,0.8300904,2.0557315,-0.25152713,-0.64634275,0.30165905,0.61996037,-0.90104616,0.043064207
1.3773836,-0.35059938,0.09935203,-0.09439859,0.082180314,1.1536456,-1.4667311,0.09129263,-0.99240696,-1.7679031,-0.30420056,-0.68588334,0.39598906,0.17795575,-0.378975,-1.6991557,-0.22232035,0.862166,-1.6775666,-2.4728675,-0.2538306,-0.6725641,1.3524748,0.17307359,0.12582713,0.6950581,0.83293015,1.3165946,-0.75116503,1.0087355
-0.078979895,-0.29657906,0.910893,-0.94181955,0.30516773,0.18440449,-1.7902756,-1.3657339,-2.0400817,-0.87505496,0.45976225,-1.0088211,1.4213773,1.0506222,-0.51619947,-1.30471,-0.12113385,-0.09405383,-1.9192536,-2.2533607,0.14420219,-1.6020659,1.8525618,1.1382016,-0.51357543,-0.06370154,0.24937642,1.1910708,-0.8818544,0.3739961
0.39068943,-0.30390647,-0.096827894,0.10675213,0.44374877,1.3709191,-0.6429813,0.83913654,0.13433777,1.4584267,-1.8595464,-1.6230476,1.5151774,0.94267845,0.9213432,-0.8118495,-0.24577174,0.7060146,-1.3940145,-0.680609,0.72327304,-0.54843885,0.47582874,0.041620955,0.10265988,1.9787356,0.87151784,1.8155861,-0.51980615,0.6456627
0.28879187,0.10501899,1.1580077,0.25568467,0.4559995,0.6044331,-1.5310701,-1.2381936,-1.2662158,-1.5474904,0.24880373,-0.26760417,0.22370186,0.79463005,-0.4055509,-1.7581263,-0.5892954,0.06410106,-1.7375634,-2.1194828,0.09813941,-1.3487338,2.2809172,0.8949319,-0.43680885,1.0131712,0.25451902,1.6712406,-0.6879475,-0.82759035
0.23190968,-0.4731478,0.09918718,-0.5192256,0.9270572,-0.75303227,-1.600741,-2.1728559,-1.0617143,-0.64025563,0.7361185,0.45397967,-0.10845314,1.6617026,-2.3102505,-1.9291489,-0.34696028,0.2873984,-1.4749523,-1.7088771,0.3931654,-0.80682784,1.3634502,2.0352542,-0.09798774,0.31053343,-0.12750125,0.3480664,-0.4571333,0.025869034
0.7810398,-0.9701449,0.60563356,-0.61136675,0.3452096,0.89363295,-0.937319,-1.1598232,-1.1525798,-0.64150363,-0.45162845,-0.98363256,0.28428373,1.0888709,0.3072875,-1.3216153,-1.1968436,-0.03423981,-2.062838,-2.5199027,0.15625449,-2.2467022,1.7241986,1.6698786,-0.9517004,-0.48069587,0.6607422,1.0279143,-0.6680762,-0.050721932
1.2710192,-0.89670515,-0.35519046,-0.4734411,-0.10284512,0.28426802,-1.8704787,-1.6894329,-1.7284802,-1.5689309,1.3714323,-0.31688464,1.2575885,0.30402163,-0.2771225,-1.1465247,0.106162325,0.48891795,-1.2797571,-2.4757338,0.44061872,-0.7158963,1.0955135,0.20476061,-0.5560514,0.4230585,0.48453805,1.0814273,0.12148756,0.27968448
1.5356388,0.017255213,-2.4891777,-0.03788215,0.6617784,-0.56744295,-1.8591247,-0.86313957,-0.86556715,-1.0304642,-0.20235667,-0.49770236,0.50316584,1.7743803,-0.3516366,-0.72737455,-0.9780119,1.2666427,-1.6146656,-2.3843307,0.53900737,-0.79402703,0.9319429,1.2436326,0.08708528,-0.026553288,0.96092004,0.09468846,-1.7560785,0.21228519
-0.34914654,0.3395592,0.32471797,0.7227178,0.14292514,1.7281337,-1.8725746,-0.24958189,-1.6061645,-0.3010526,0.5540757,-1.0357116,0.871622,1.0019164,0.3075662,-1.9752417,-1.3758183,0.7329943,-1.356824,-1.2102754,-0.43187433,-0.5272278,2.1641014,1.2465527,-1.4031606,1.3761911,0.9044205,0.69734246,-0.5225183,-0.2176917
0.14314935,0.32930624,-0.5415297,-0.16914296,-0.11686021,-1.4410038,-2.0473125,-1.4962525,-1.5631645,-1.5910408,0.17746224,0.02919545,0.58545744,1.2700403,-0.61252016,-1.132802,-0.23211062,-0.23334388,-1.3736714,-2.7026992,0.5003823,-0.52853066,1.3285342,0.9874153,0.2819993,-0.010547057,0.3242939,0.63451636,-0.90263784,0.3422599
-1.8417268,0.8848596,0.58820456,0.562518,0.66843337,-0.37500027,-0.2692956,1.198585,-1.4241644,0.7137145,0.015150625,0.08545543,-1.3434713,0.008484021,-0.11974555,0.4956265,1.3213574,-0.20026916,1.1991695,-0.5637351,0.062281054,-0.19581631,-0.8703661,1.2057117,1.1899772,-0.006985739,-1.2613115,-0.7392728,-0.547107,-0.23582953
0.8780539,0.19866861,0.33427963,0.16460302,-0.17252427,-0.8896715,0.13692684,-0.6966047,0.36461985,-0.51552904,-1.5705254,-0.003288895,0.7005515,0.04764171,0.42113075,0.099117234,1.4930096,-0.2867347,0.31224692,-0.663307,-0.33153293,0.22564273,0.1636455,0.35996586,1.0591874,0.83788216,0.10400467,-0.071240224,1.0556318,1.3826191
0.9891699,-0.0065731294,-0.098709926,0.27890164,0.6277901,-0.4558404,-0.77646434,-0.40775207,-1.0118934,-1.2904313,-0.40843117,0.31694657,0.1676492,0.7987517,-0.8556123,0.14710031,-0.14328703,0.36878622,-0.7825922,-1.11059,0.06316807,-0.94297945,0.42283002,2.0389326,-0.009880871,0.57221484,0.67492056,0.19400996,-1.0896313,0.5829976
-0.5792012,-0.85097694,0.1483774,-0.57986295,0.24297652,0.08845993,0.26785207,0.2943189,0.056923017,0.38603806,-0.6974127,-0.07064462,0.035389617,-0.49992767,0.15319425,1.7954419,1.3236512,-0.3072401,1.0316828,-0.7874884,-0.04832583,0.023735419,0.46076488,-0.36252746,-0.36829126,0.51621187,-0.50779426,0.048374802,-0.030091092,0.75172377
-0.8921136,-0.6893443,0.21065319,-0.61191916,0.46084785,0.62788373,0.045458615,-0.64890873,-0.34563226,-0.08762634,-0.21946394,-0.98839355,0.56271505,-1.1796004,0.4161611,0.11381678,1.2496474,-0.75634587,0.5380193,-0.5651623,0.0240542,-0.38573605,1.5040792,-0.13228375,0.4754176,-0.28924403,-0.63776624,0.4231364,0.92624855,0.32786322
0.20718582,-0.05141544,0.1232581,-0.10428381,0.4334113,-0.49194628,0.6907266,0.2439662,-0.30287814,0.023952223,-1.2760148,0.47658283,0.3993799,0.23586822,0.69574356,0.8278507,1.276358,-0.9385834,0.77732205,0.16325986,-0.22652942,0.13944186,0.07237424,0.29158762,0.851818,0.55511,0.1130659,-0.42331,0.25637734,1.2734935
0.84503555,-0.6929453,-0.5077802,1.5243628,0.6307483,-1.4459543,0.55487114,-0.6535842,0.23969047,-1.8863729,-0.44842803,-0.40828335,-0.031133682,1.5863384,-0.04175695,0.46041846,1.1668919,-0.0076534743,-1.43755,0.38780576,-1.0133127,-0.8274779,-0.89957404,1.4943193,-0.3280648,2.6178033,-0.29546496,-0.5404277,-0.7228919,-0.32270792
1.8442267,0.8930587,1.3961185,1.010895,0.8400701,-0.17052755,0.7312242,0.30527446,0.1833738,-0.113628685,-1.390836,0.9641756,0.34700555,2.175912,-1.1041398,-0.7532461,-0.73630893,0.18023889,0.21474704,-1.4433287,-0.19130483,0.70902956,-0.16135691,2.3973103,-0.39891168,1.4089903,-0.11446836,-0.20401704,-1.513628,0.47987315
2.1111414,0.9638953,0.60383445,1.1712667,1.249082,-0.87723404,-0.13969696,-0.7873491,-0.9519098,-0.6201023,-0.81959814,0.5420158,-0.054605946,0.117424175,-0.96518433,0.1916754,-0.01825115,1.0814415,-0.91677773,-1.2891892,-0.06575524,0.9783874,0.9587552,1.5855939,-0.585467,1.4645082,1.6018685,-0.30328602,-0.9162046,1.3520745
1.1836827,1.247851,-0.14283007,1.5049871,-0.030126652,-0.45723322,1.250033,0.34473974,-0.29514635,0.8242375,-1.5210707,1.0607996,-0.40080994,1.3905034,-1.4265054,0.5547543,-0.333153,-1.2380501,1.2988315,1.8401335,-0.49912018,0.68238086,-1.1040679,1.7339551,0.0897513,2.0898206,0.486826,-0.46935633,-1.2627392,0.34434417
1.8818989,0.35437182,0.44907483,0.844849,-0.11766589,-1.4131938,-0.4018284,0.15209593,-1.2406503,-0.73625183,-0.7311751,0.86879665,0.017427698,0.61792994,-1.0790106,0.22270489,0.056106403,1.4257202,-1.1353359,-0.8405071,-0.79838115,-0.33092725,-0.4232673,1.7679383,-0.70481527,1.9965522,1.2012969,-0.20707825,-0.61015666,0.6732581
1.736206,1.6741554,0.1757581,0.7345332,0.48740187,-1.9959072,-1.1148677,-1.0956715,-0.46941203,-0.48491856,-1.5436602,1.3797461,0.9196076,1.5079355,-0.5024959,-0.34210992,-0.26630956,-0.058359046,0.11331636,-1.8768007,1.1083294,0.67001176,0.04821436,1.2128997,-0.21877998,1.095369,-0.3438424,0.54298025,-0.9065007,0.77503777
1.3752203,0.69111454,0.1733999,0.9542389,-0.29884002,-1.6358448,-0.37447295,-0.32626474,-0.86773777,-0.35078067,-1.4905372,0.117676966,1.5157706,1.3288426,-0.5248567,-1.4033722,-1.0144442,0.41179863,-1.3088732,-1.2808058,0.037979692,0.039537042,-0.76106614,1.6575776,-1.1853267,0.43467847,0.5123167,0.38448733,-0.008521184,1.2331507
1.5926715,0.9487026,0.5473624,0.2603637,-0.14866069,-0.49377048,-1.2809677,0.48051012,-0.46602994,-0.5219827,-1.00282,0.803031,0.80249864,0.4743255,-1.0165274,-1.2966409,-0.68738955,1.4809481,-1.8029009,-0.25085372,-0.088589855,-1.5102935,0.9120839,1.6552718,-1.2211571,1.474787,0.8993111,0.27335674,-0.97252774,0.42546865
1.2906959,2.0878127,0.79108375,0.83053064,-0.27430147,-1.3275576,-0.15819186,0.17535233,-1.0746609,-2.1143181,-1.0524962,0.14081858,1.5804225,1.3781136,-0.8307158,-0.28168726,-0.5457614,1.1159092,0.014669254,-1.6365442,0.030045018,0.8540116,-0.076792024,1.5498797,-0.5609779,-0.18401784,0.2505843,0.44048333,-1.6578325,0.82532614
1.2816304,-0.03273921,0.559455,0.51620054,-1.1553818,-1.3974196,0.80550915,-0.8309251,-0.37810737,-0.14698423,-1.6249182,0.4466009,0.9966561,2.4524746,-0.45383,-0.22775628,0.10977228,-0.20781876,0.15159085,-0.8719854,0.69572693,0.26848513,-1.1144035,1.8599408,-0.38890457,0.5139462,0.85038555,-1.192713,-0.22852224,1.2717654
1.5220007,0.54192364,-0.12308565,0.7638439,0.23317572,-1.3570604,0.4082713,0.008010283,-0.3742268,-0.04502797,-1.2188528,1.4367718,0.8119768,-0.3713319,-0.36110628,-0.47430074,0.3431589,0.74346447,-0.77396667,0.023701265,0.6482522,1.2744119,0.50216943,2.676675,-0.2687474,1.3277059,0.56937945,-0.82955164,-1.7051027,1.3613851
2.0524707,0.026161615,0.42270997,1.6827734,-0.23219901,-0.8641733,-1.1531041,-0.46202895,0.44127274,-0.46292484,-0.4155783,1.4721035,1.3903986,1.1893328,-0.6601821,1.2359496,0.39302325,-0.09565689,0.55601525,0.84854794,-0.73931247,0.32558125,-0.890572,1.8275534,0.83446735,0.94350195,1.4961822,-0.16052333,0.083075404,0.3327534
1.8920776,-0.7673719,-0.44713947,1.5878565,0.3365452,-0.99390364,0.04069431,-0.2194298,-0.48096836,-0.8060399,-1.8952873,0.81439084,-0.08578114,1.3689642,-0.6518638,1.2607206,0.19816719,-0.35404146,-1.0368643,0.0047616363,0.0360851,0.285551,-1.5223264,1.5571872,-0.15270387,1.8370917,0.65959543,-0.5383955,-0.6452781,0.5411848
2.7092805,0.88047546,0.5342083,0.5737206,0.35614374,-0.8956179,-0.0916021,-0.27929273,0.27487332,-0.2540149,-0.9387128,1.724637,1.1475625,1.0918121,-0.67238414,0.92845273,0.17215182,0.40470177,-0.4337052,-1.4304938,0.032798402,0.4506774,-1.3811673,1.5442159,-1.2423687,2.1760337,0.49648592,-0.652416,0.23245886,0.3906355
2.1841905,1.2136072,0.8009003,0.7306557,0.48817447,-0.34707725,-0.10986577,1.2764194,-1.3322959,-1.4514587,-1.9527843,0.030435365,0.8747394,0.8119452,-0.129498,-0.75931484,-0.6202224,0.26511362,-0.037124604,-0.6077744,0.22339572,0.33734155,0.15715471,1.6108701,-0.70183045,1.4016222,0.48533484,-0.3569557,-1.3166529,0.8115418
0.29727206,0.32469228,0.100067616,0.6485492,1.0776563,-0.18565248,-0.3634277,0.6126011,-1.5019903,-0.29355353,-0.3791958,0.7788203,-0.09892054,1.3538904,-0.54509056,1.6572864,0.39598024,-0.54619676,0.46337602,1.135481,0.13847809,-1.1381894,0.20209333,1.4617443,0.8847776,2.0337396,0.20427494,-0.2362028,-0.93315005,0.16933677
1.7378197,0.9749614,-0.4834807,-0.14088029,0.3029868,-0.10834581,-0.30221492,0.7248315,-0.34932023,-0.37162465,-0.6180004,0.8131221,-0.01988335,0.54465854,0.7774981,0.53225493,1.95707,-1.1059703,-0.3051424,-0.405123,-0.11585011,-0.9322026,-1.0702538,0.02255176,0.76325816,0.8222743,0.8148796,-0.29332852,-0.9295653,1.7718796
0.7318732,0.27230227,0.97815603,0.43716538,0.5472712,-0.24299434,-0.81134576,1.178561,0.673262,0.5588773,-2.125651,1.9435724,0.022061333,0.4930907,-1.2084763,1.3927,-1.0503205,-0.590714,0.43000838,0.12422612,-0.048149593,0.8671935,-0.8034642,1.9352698,-0.42641032,1.6898209,0.30320084,-1.5271163,0.48919883,0.019163225
0.77535146,0.78990275,0.06636912,2.0720365,-0.28645185,-0.22156394,-0.22485688,-0.0003122352,0.052561805,0.34507146,0.443029,2.2255647,0.5138314,0.6010908,-0.09442912,1.4604864,1.1374469,0.59667134,1.6023688,0.159706,0.6824454,-0.09649492,-2.06788,1.7605618,0.1642159,0.6444472,1.4405224,-1.4291105,-1.4428136,-0.06571321
1.4655856,0.8026269,1.6362765,-0.06777796,0.80297595,-1.483996,-0.040766984,0.61104196,-0.5614368,0.41448364,-0.013903871,1.3385434,0.7644636,0.6725601,-0.18997781,1.0004879,0.28475314,-1.0904498,-0.08533066,1.4008423,-0.34486806,-0.036123753,-0.43214083,2.2940457,0.4237789,1.4135892,0.86175853,-0.6504787,0.113533914,0.7059162
-0.26592177,0.49387658,0.44458005,0.43427455,1.140131,0.36702934,0.6567262,0.33966264,-0.7749469,-0.010955304,-0.7232213,-0.44470614,1.2114327,-0.74606967,0.1711275,-0.31950295,0.99916303,-0.97371894,1.0112965,-0.94184995,-0.08900093,0.7161567,0.2242568,1.8827798,0.8860739,1.1509739,-0.77698183,-0.7003786,0.19691318,1.2504773
1.8375721,-1.2632426,0.71141523,0.5855229,-0.644517,-0.037132997,-0.46134216,0.18231227,-0.938434,-2.4603202,-0.17024894,-0.31606477,1.6577791,0.03762752,-0.15022269,-0.69760936,1.0995042,0.58875835,-0.8244021,-0.23475754,0.2080909,0.1363387,0.71968836,0.54917157,-0.21332923,0.85653305,1.7536075,0.34150645,-0.46102756,0.39863628
1.6867435,-0.121960774,-0.22326323,1.4037572,0.12733188,-1.3438997,-1.2983452,-0.74300575,-0.6352845,-1.1366041,-0.95376354,-0.33959526,1.0737112,1.5114369,-0.85936415,-0.9473048,-1.348844,0.80507416,-1.4810522,-1.7669247,-0.13278824,0.40664482,0.095302485,2.2472188,-0.22484328,0.11381018,0.67745066,-0.06362229,-1.2624514,0.77672887
0.9215088,1.0978924,0.3637886,0.058251277,-0.16592956,-1.8625491,-1.1403358,-1.3050683,-1.4157155,-0.9750293,-0.5036771,0.8710619,0.5246701,1.2545385,-1.5262295,-1.187282,-1.0142126,0.75294214,-1.1968595,-2.016264,-0.089113586,-0.70862144,0.42721227,1.7164133,-0.50310814,0.93911135,0.2655768,0.44380015,-1.0128752,0.8290373
1.39058,1.1758351,0.2889877,0.6765281,1.0356839,-0.5127152,-0.5431555,-0.059937846,-0.066791564,-0.5078313,-0.92220926,1.2574251,1.0995916,1.9262311,-0.96783376,0.5276965,-0.5070192,-0.25142777,-0.72650695,-1.2302374,0.9038557,-0.08763033,0.026041223,2.0964563,-0.09744221,1.5564594,0.38390505,-0.89706355,-1.4736058,0.86440843
1.567771,1.710834,-0.548601,-0.36666873,0.73646474,-1.0154403,0.01704134,-0.36182913,-1.7029673,0.49823973,-1.477644,-0.19130728,1.2856436,0.99006903,-0.4086277,0.9035082,0.7226478,-0.04736194,-1.2732127,-0.33865428,-0.8344587,-1.2546232,0.55039626,-0.256561,-0.005397737,0.6433073,0.8893378,0.17613375,-1.0728762,1.8746717
1.2637019,-0.90401644,-0.2016702,1.8359492,0.6812296,-0.32953668,0.3760019,1.0588614,0.7886331,-0.87374043,-1.229759,1.3142991,1.140983,0.43418786,0.032636896,0.4020543,0.731877,-0.974893,0.23325986,1.1766971,-0.2552027,0.29137892,-0.8132349,0.37630033,1.0391555,1.6214081,1.7945361,-1.0693312,-0.79093075,-0.2124435
1.2220027,0.5151365,0.4154914,1.0191274,0.46714693,-0.918291,0.49676585,-0.4106718,-0.7648182,0.4031805,-1.299226,0.74303025,0.76842046,2.1509812,-1.3263699,0.4224447,-0.17912924,-0.5727176,-0.44084716,0.03841354,0.927909,0.10246335,1.3615493,1.7567047,-1.0265808,0.8669467,0.69923806,-1.4029772,-0.8752475,1.3950857
-0.07567434,0.18539727,0.32124382,1.7684138,-0.20747247,-1.6214997,0.12539367,0.30953547,-0.27331567,-1.8731312,-0.8471099,1.0366334,0.83884394,0.26112062,-0.7576325,-0.37800092,0.4109646,1.3988004,-0.140549,-0.6901467,1.6815811,0.26966995,0.61552405,1.7360783,-0.50014645,-0.46847716,-1.2189052,1.6868453,-0.01645349,1.5408688
1.4150172,1.2457317,-0.12671556,0.13078842,0.82435465,-2.2387106,-0.8691087,-0.61662817,-0.16851465,0.34740758,-0.24200886,0.9096875,0.8693299,1.9450423,-1.3720121,-1.0883932,-0.2053445,-0.4994384,-0.46709684,-0.39230657,0.14177129,0.73345906,-1.4760274,2.3329804,0.07811892,0.8466226,-0.52712876,-0.3837243,-0.9462478,1.1943676
2.7150671,1.7305235,-0.10436812,0.5975838,1.2777579,-0.655554,-0.5863512,0.3548044,0.101068586,-1.7951558,-1.1094024,0.40944135,1.2479488,1.152994,-0.85085046,0.016933598,-0.64106107,-0.3475363,-0.32663727,-0.9293219,0.59566796,-0.14412609,-0.26760826,1.4178275,0.35686666,0.91902924,1.1338385,0.6498665,-1.5753412,-0.043564446
