f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
1.2038442,0.83402115,-0.59864664,0.53268397,0.1787323,-1.2963471,-1.014085,-1.0570209,-1.0876044,-0.197119,-0.73618764,2.2523634,2.4853003,0.7978122,-0.4921959,0.23896211,-0.11178236,0.64339715,-1.6910675,-0.63772213,0.107506916,0.22537307,-0.2855937,0.7618036,-0.75434095,0.5709574,1.5177945,-1.0570287,-0.7954025,0.7106654
2.3008394,0.453148,-0.90617895,-0.1716809,-0.15238196,-0.31385493,-1.0210327,-0.4478282,-1.145538,0.1152957,-1.3978658,1.0385592,-0.11238541,2.370285,0.3328197,1.3214724,-0.11227386,0.21050623,-0.41568375,-0.90960777,-0.3393072,-1.0152762,0.24234475,0.33006862,-0.44709456,0.6833025,1.1073264,0.3683262,-2.0654316,1.1317133
1.4644527,0.47616944,0.2972491,0.45163074,0.5531404,-1.7184643,0.19763876,-0.62506706,-1.4653335,0.029035501,-0.19682953,1.1221703,1.0987761,0.8930081,0.16858304,0.2501066,0.7736792,0.53957766,-1.8051026,-1.5257571,0.4500721,0.041199714,-0.045106515,1.7944528,-1.1020987,0.7697104,0.14068222,0.02895774,-0.61142385,2.2356243
1.4542977,1.3236492,-0.08497314,-0.45817474,0.91885394,-1.2776467,-0.068440646,-1.1674217,-1.2435894,-0.122371584,-1.4647691,-0.09466864,1.2909985,1.7144306,-0.4739524,0.79598147,0.16786276,-0.49233735,-0.8945136,-1.7004691,0.27690387,-0.017305464,-0.67795515,2.0461836,-0.37437078,1.4729542,1.4662563,0.7398754,-0.03409742,1.3084451
1.4043144,0.5826329,-0.26702556,0.653799,0.13626805,-1.2166722,-1.0309645,-0.62851495,-0.42854762,0.12874731,-0.90936226,1.2542257,1.6970531,1.7117412,-0.5468056,-0.080212995,0.1458172,1.8399988,-1.645847,-1.0209644,0.7449019,-0.50846916,0.053045504,1.2617761,0.052074015,0.7858523,0.06608072,0.18237463,-1.3912545,1.7499764
1.4373437,0.30446386,-1.5542134,0.62872183,-0.08108604,-1.9460944,-1.6528889,-0.48594669,-0.7832511,0.4282312,0.13062274,1.2747809,-0.068246275,2.3699343,-1.0884652,-0.39335275,0.4575038,0.33238462,-0.043964446,-0.48584893,1.218579,0.3731053,-0.39031854,1.2568148,0.24846894,1.3117477,-0.053750567,-0.2989242,-1.4165087,1.5523548
2.5189395,0.49506703,0.21712327,0.6002239,0.44763052,-1.3665196,-1.838156,-0.53397435,0.11319189,-0.82825387,-1.3075724,1.4879843,1.4192281,1.9555442,-0.7828728,0.7144314,0.4089759,0.24002032,-0.20502567,-0.9926653,0.2096836,0.52475435,-0.017984755,0.67541695,0.07501364,0.84615993,1.2084035,-1.0464978,-1.9843054,-0.04246248
1.5859725,0.5499751,-0.35887164,1.009582,1.1121377,0.56571203,0.1059417,1.1706275,-0.4116242,-0.8629426,-0.6847774,1.0663997,1.1310436,0.523906,-0.7518287,0.8533196,0.35117823,-0.10833152,-0.86641824,0.058486566,-0.22277334,-0.5993959,-0.7618719,1.0534236,1.3120537,0.54733205,0.00091265887,-0.058402322,-1.479123,1.4582198
1.7651682,1.6520196,0.5597166,0.36601594,0.27357125,-1.9235666,0.15078081,-0.8627191,-1.1754743,-0.6801137,-1.05604,0.7682147,1.3537672,0.9897723,-1.225474,-0.46044475,0.09431721,0.23912224,-0.6109709,-1.2491629,0.6951472,0.30186296,-0.20667437,2.308999,-0.65910804,0.29059342,-0.2911806,0.37252343,-0.38463607,1.6233057
1.3494109,0.22668876,0.37061247,0.8256899,-1.3783486,-1.1429694,-0.9586127,-1.2593848,-0.17466322,-0.26621237,-1.1880574,1.9780166,1.0691372,1.7149938,-1.0102172,0.4944026,-0.3460083,1.5038887,-0.842226,-0.8655677,0.6306532,0.403943,-0.33043784,2.5684886,-0.8969987,0.6567149,0.58157444,-0.28650144,0.8703424,0.82957387
1.197177,-0.28472316,0.33856413,0.11732872,0.8083289,-1.6119032,-0.16498667,0.09983471,-1.8090447,-0.8534226,-0.59212095,0.9134117,0.8965111,1.3622081,-0.48162168,1.286249,0.30477273,0.4604021,-0.4482075,0.3402423,1.2439353,-0.46726936,1.8013562,1.7316654,0.28591615,1.3942894,1.0057874,0.13285366,-0.8296689,1.4226449
0.9652139,1.3471931,-1.0020041,0.7627009,1.1105372,-0.5313065,-2.2403207,-0.7282257,-1.0417551,-0.64215964,-0.73176354,-1.0550051,0.9194221,1.9687991,0.47177818,0.29558432,-1.3304206,0.85530895,-0.96162784,-1.7182528,0.06495394,0.31839848,1.3947392,0.63718605,-0.04673715,-0.09125979,1.0846891,-0.051789343,-2.1761541,-0.3941695
0.62212753,0.050114825,-0.040044554,-0.55539036,0.760645,-0.7474092,-0.9832802,-0.7181671,-1.763253,0.49891576,0.27698708,-1.3493967,0.41262627,1.9630976,-0.4599907,-0.7742749,0.23310755,-0.2786833,-1.0921842,-1.9876547,-0.31784892,-1.3992492,1.121027,1.8111243,-0.56112146,-0.38819733,0.18029019,0.93015116,-1.4592505,0.39610517
0.7444082,-0.5547124,0.49283785,1.9586647,0.012261547,-1.025954,0.21112804,-0.37763616,0.09887096,-1.0183585,1.4457636,1.0401504,-0.20638199,1.8316388,-0.51416814,0.6912436,0.3746736,-0.97938883,-1.4952378,0.25633705,0.07530699,-0.6827021,-0.7841675,1.7866863,-0.23196223,2.2554595,0.71370775,-1.6716821,-1.0728815,0.123099916
1.8424145,0.058114123,0.48780715,1.7192415,-0.33815554,0.3459335,0.4235186,0.2752036,0.46416795,-0.45483264,-0.8332062,1.7566946,0.36806786,0.5573305,-0.48596862,0.906344,-0.20727433,0.07951447,0.19152212,1.2827582,-0.33651978,0.120924994,-0.6948678,1.8887237,-0.13131088,2.0727298,1.2855272,-1.812223,-0.22449796,0.5438076
1.7267197,0.39365295,0.86430156,1.5294117,0.3496013,-1.2377654,0.026188433,-0.3619841,0.16781808,-0.6255286,-1.401418,1.6096699,1.2599347,0.617476,-0.99685395,-0.1831627,-0.42877942,0.37651804,0.16722178,0.74371815,-0.1933108,0.7204478,-0.7932961,2.2701414,0.20685342,1.6586376,0.21689633,-1.1676421,-0.2886086,0.5210294
0.9959211,0.30999222,0.15847054,0.31474325,0.82411903,0.08570822,-0.05732637,0.5010519,0.33991957,0.88356054,-1.1934581,1.1396186,1.6020207,-0.21892938,0.6581907,1.7276732,0.060258165,-0.10467034,0.86244774,1.054863,1.0239574,1.2118677,-1.2965245,-0.3885654,-0.26948744,0.95024395,0.7327363,-0.531281,0.33688435,0.5557696
1.5733957,0.27470356,0.9301817,2.0186157,-0.21742761,-0.3724294,0.49256402,0.547281,0.67154646,-1.0056113,-1.2189114,1.5206155,0.334055,0.50407124,-0.8201349,0.80310714,-0.16234186,0.45255375,0.5886289,1.1240537,-0.23962212,-0.05311069,-0.072455525,1.9091517,-0.10445464,1.9536872,1.2649096,-1.2914789,-0.44338018,0.35101092
1.4851519,-0.2865973,-0.4859583,1.6086805,-0.4651202,0.03671778,0.027596802,1.0519615,-0.29433525,-1.1873409,-0.97945565,-0.6246199,0.806786,2.104699,-0.80348814,1.2104843,0.56457025,-0.29756898,-0.86311424,-0.20105025,-1.501018,-0.2509736,-0.028251797,0.6434086,-0.65031505,0.9683516,0.8136273,-1.5294998,-1.5958629,0.76470536
0.9126029,-0.8223168,0.15520936,1.2426226,0.655728,-0.24759263,0.3049683,-0.1700772,-0.097056895,-0.42311314,0.45236522,0.9643703,0.81431574,1.5504116,-0.83951783,1.1067177,0.926013,-0.70466,0.2896559,1.3994942,-0.7364189,-0.46522486,1.0859722,1.8453214,0.14957574,1.7097001,1.777863,-0.60422647,-0.4046353,0.5434035
0.6882088,0.40154594,-0.8173467,0.14188391,0.08497162,-1.4603179,-1.4343046,-0.5525749,-1.2120829,-0.5206325,-0.5087587,-0.26901454,1.2885401,1.9200062,-0.906186,-1.2035103,-1.4254481,0.67777175,-1.5566095,-2.252635,0.30466047,-0.7871801,0.8052785,2.06049,-1.1443486,0.48310915,0.39465532,0.5604766,-1.0704068,0.69166535
1.6584748,0.595367,-0.49335098,0.75650513,0.06480466,-0.8337435,-1.5480071,-1.2939391,-0.8620318,-1.0527426,-0.6926429,0.72443527,0.6337595,1.3420768,-1.1834451,-0.7524848,-1.6385696,1.2843854,-1.218726,-2.089498,-0.25265545,0.03058678,0.76824856,1.7518678,-0.62306744,1.3004547,0.67153764,0.432755,-1.1750368,0.5708197
2.5825849,-0.16676556,0.7805848,1.4311312,-0.10778712,-1.5385201,-0.41377068,-0.6523929,0.56829596,-0.83695334,-1.0414381,1.3273188,1.4227123,0.54473925,-0.665267,-0.08284946,-0.28775674,0.92560625,-0.8945893,0.11155599,-0.19864002,0.5545074,-0.03287112,2.1062083,-0.08003323,1.4083601,0.8184839,-0.6837482,0.18932909,0.7216488
1.4718449,0.012042049,0.023771752,0.6285686,0.71414894,-0.99356294,1.6287088,-0.45797443,0.1820922,0.63779527,-1.4462206,-0.19426249,1.7909803,-0.57178617,1.3092613,0.7649881,0.5186479,-1.0203606,-0.30524796,-0.3175257,-0.16952088,-1.033449,0.473958,1.5510037,-1.2680075,1.2265244,0.71722823,-0.22093701,1.543351,0.73524517
0.40404028,-0.04640272,0.1599581,1.3569795,-0.49115053,-1.4357017,0.546429,0.43614772,-1.4965217,1.4992782,-0.71083707,0.0008784868,0.233707,0.3068113,-0.787151,1.799738,0.33868593,0.1964015,-0.7323433,-0.19502306,0.2830292,0.2911238,-1.0084068,2.5821412,0.99660534,0.14253445,-0.95122933,0.21819788,-1.9518069,-1.9783612
0.93766236,1.2433122,-0.2539549,-0.3908346,0.6671766,-1.5074662,-1.8505435,-1.6180152,-0.22505385,-0.13324967,-1.4020212,0.37159693,0.87448466,1.3422384,0.9320791,1.9022565,0.72882605,0.04511686,0.0857732,-1.8823909,0.26965386,0.25784427,0.35658315,-0.7200464,1.314924,0.08601976,0.69219524,0.47728503,-1.7215004,0.5208015
0.81306624,0.8526635,0.17837365,1.6493242,0.21908951,-0.8085894,-0.820173,-0.55644315,-0.3754741,-2.7353399,-1.0321987,1.5899725,1.653986,0.85773146,0.18954575,1.3477455,-0.4378699,0.19000436,-0.14936724,-0.3821891,-0.19984192,0.17176001,-0.0072588623,1.4954115,-0.39673296,1.7451556,0.35647413,-0.540105,-1.0791936,-0.036481105
2.0536673,0.26306066,0.43596718,0.85232043,0.52179086,-1.491204,-1.3186804,-0.4894255,-0.053995766,0.31565335,-0.47489727,1.3484583,1.0823821,1.3992761,-1.0583365,-0.8137111,-0.72473055,0.018431466,-0.11928117,-0.4566841,1.060454,0.53605485,-0.9703778,2.4223614,-0.798894,1.2310307,-0.61555856,-1.9161663,-0.014887109,0.7428258
0.24403822,-0.65785044,0.07308811,1.7688382,0.5213351,-1.7971035,-0.7383691,-1.0485165,0.035409436,1.5348364,-1.7065518,1.5673544,1.0421817,1.5943972,0.5447222,1.0005934,0.36113834,0.25398004,0.05637686,-1.4442166,0.08732881,1.0603656,-0.68592894,0.39793983,1.4295404,0.7207731,0.07323877,-0.31083632,-0.60732317,1.4208353
2.5750089,-0.1464951,0.2786737,1.2046541,-0.108576134,-0.6583119,-1.3362906,0.6914532,0.5386349,-0.9457832,-1.2287321,1.1022949,1.3587104,1.2912439,-1.2458336,-0.034618214,-0.6209488,1.1403141,-1.3603538,-0.6899925,-1.1928388,0.81130135,-0.06797161,1.63185,-1.0717102,1.5192811,0.009595104,-1.3881297,-0.08674538,-0.2264004
-0.41473454,-0.41442356,0.1981511,0.73781705,-0.11120436,-1.4459559,-0.39104706,0.8680602,-0.45772135,-0.15948401,0.40106237,1.0433278,1.0175749,0.026235178,-0.5548079,0.67325246,0.46399164,-0.55315757,0.59776855,-0.16224082,0.18841165,-0.5314942,-0.08373323,0.3247071,-1.7209787,1.4273322,1.5814772,-1.0437495,-2.3251634,0.93729305
0.5369115,1.2787223,0.45060787,1.0936824,0.9561594,-0.29003876,0.6265269,1.1650262,0.28856492,0.30616075,-1.8700397,1.6059872,0.10039972,2.6742911,-0.99476194,1.031774,-0.7823744,-0.33139434,1.621459,1.0902587,-0.22826552,0.6503234,-0.36625308,0.71694374,-0.033087716,1.0393159,-0.23078763,-1.0900147,-2.2673156,1.2922494
0.97624606,1.0869138,-0.11544721,-0.10682577,-0.8267901,0.20404267,1.4052747,0.38560215,0.5324337,0.12932593,-1.6945937,1.0795951,0.454803,-1.0100286,1.2506009,-0.007160291,0.560812,0.32872403,1.4971142,0.7795499,0.012791559,-0.5295702,-0.3509697,-0.7779969,1.2154453,1.2286149,0.5529045,-0.16612652,0.038790435,1.0651666
2.9129493,0.3080659,0.3101863,1.010203,-0.3533313,0.32025415,-0.17638549,0.91326135,1.4897977,-1.3448484,-2.0557745,0.5357464,1.1443219,0.9449433,-0.76638544,0.053178042,-1.0970131,0.51943815,-0.2792695,-1.5797204,-0.09731766,0.67863333,-0.8424417,1.3322985,0.014735505,1.5557115,0.8081926,-1.4726014,-1.1192304,-0.56354487
1.3712372,1.3088641,-0.25295144,1.4229019,0.54215896,-1.6644274,-0.8520399,-0.2578467,0.2623067,-1.1353105,-0.66286236,0.27915305,1.6317506,1.5968685,-0.5212213,-0.9854875,0.40073645,0.3348716,-0.28582692,-0.75481397,0.25294706,0.9254946,-0.8329929,2.4455385,0.09361601,0.37584752,0.11102026,0.026536882,-1.9963726,0.92439926
1.1316458,-0.6902297,-0.28769413,0.87539613,0.99761575,-1.8366772,0.1390851,-0.29530984,-0.03194885,-1.1630946,0.3199549,0.5118419,0.7884102,1.3028255,-0.1763836,0.3542848,0.9593463,-0.51124924,-1.7884156,-0.42729646,-0.51883286,0.04710059,-0.49499917,1.4919283,-0.34071085,3.0256681,0.99418986,-0.03369581,-0.7954712,-0.60086644
-0.21305971,-0.028332848,0.32907152,-0.28356877,0.9994331,0.29751936,-1.3789794,-0.29046848,-0.1938456,-0.5720359,-1.8997717,-0.08979545,-0.11568539,-0.99528146,0.4742836,-1.4111933,0.8571402,0.3284131,0.90808713,-0.7564575,0.51426846,-0.7698645,1.8566334,-0.3869345,0.87061375,-1.4015921,-0.06938755,-0.66601914,1.7177181,-0.5145111
1.1438797,0.62181556,0.4671924,0.7473345,0.6407556,-0.07966069,0.69824374,0.9405874,-0.1833238,0.2509068,1.3433993,1.1656746,0.38289315,1.1987495,-0.03191284,2.0822897,-0.015933752,-0.7558623,0.85624135,1.4121782,0.396203,-0.65889484,0.24218446,1.8656577,0.24804735,1.2780217,0.84371895,-1.3386624,0.67242455,1.0063536
0.92518646,-0.89027977,0.7721999,1.0221132,0.6983416,0.4235744,-0.5637602,-1.3584034,-0.37360758,-1.4545486,-0.02135621,-0.054018542,-1.3813535,0.24008532,-2.3717659,0.06293387,-0.29746,0.77220887,-1.454535,-1.3151591,0.19030583,-1.5460839,1.931301,1.5533155,-0.41981494,1.2201977,1.1789067,0.48762602,-0.12414851,-0.5651231
2.0588033,-0.49023104,0.5588449,1.0368726,-0.011199381,0.76970637,0.2972225,0.68117774,0.4274934,0.5600519,-1.9858792,0.6966812,1.610056,1.5536922,-0.23496959,1.2708793,-0.80814296,0.31610087,-1.2253158,-0.16080336,0.58177674,-0.69014484,-0.1629806,0.9542775,-0.06697996,0.958828,2.2770648,-0.80686593,-0.6778413,0.25149718
1.4217116,0.62723744,0.6392123,0.44113702,0.45301563,0.9674041,-0.024806604,-0.6803465,-0.11581575,0.28208476,-1.8406982,1.6221695,1.5480198,-0.48559394,0.15256062,1.3971285,-1.095552,1.9426272,-0.003149107,0.0021657944,0.8919817,-0.22261173,0.5350672,0.6289607,-1.0925221,2.0083494,1.432689,-1.6838081,-1.2020956,-0.51506007
0.6645465,-0.598321,0.4041072,0.8955021,-0.48199537,-0.10584171,0.40789038,-0.31168497,-0.44691002,-0.7765694,-0.8413194,-0.4503106,1.8104738,1.1736352,0.4527745,-0.2604978,-0.3371746,0.20060669,-0.66828525,-1.563276,-1.0316529,0.027153134,-0.01278384,1.4558431,0.6754339,0.9526621,0.7832217,-1.895226,-2.6135433,1.2013483
0.036019713,-0.1963543,1.0625982,0.3110476,-0.37613285,-0.09080769,0.09510918,0.69503653,-0.6495291,0.42843285,-1.0370443,0.9069029,0.04631103,1.4742396,-0.07637909,-0.29219884,-0.49980038,-0.70861036,-2.271143,-2.1659946,0.08707499,-1.6657847,0.36048928,0.5198262,0.51183325,1.314291,1.8351786,0.07837406,-2.0598545,0.26214778
1.4394852,1.3787493,0.31631094,0.7795001,1.0431843,-2.072935,0.27240342,-0.5876513,0.21405686,-0.10082905,-0.8101444,0.8264088,0.4444425,1.1903937,-1.4685218,-0.38114995,-0.15779117,-0.79854226,0.7502364,-0.23112276,1.1818713,0.9354835,-0.7198027,1.8768384,-0.69609165,1.4689548,-0.35465863,-0.662046,-0.43686396,1.0810444
1.6487604,-0.028823402,-1.0458308,1.6699407,0.59212977,-0.2232984,-0.055177726,-0.383562,-1.141987,0.14925262,-0.8629473,-1.649885,-0.17220671,1.0204984,-0.10070589,0.6982798,-1.4696205,-0.119803846,-2.3058293,-0.42775112,-1.0719897,-0.28753096,-0.13006364,2.0089362,-0.35281345,1.0065764,1.553425,0.24237695,-0.9216063,1.351355
0.781488,0.47490835,-0.36709625,1.2294295,1.1354538,0.0130165145,-0.2892999,0.7667506,-1.168078,-1.5148312,1.4378684,0.22973731,0.19631276,2.0776598,-1.8042066,0.06422201,-1.1278248,-0.5101592,-0.8646039,0.23055342,-0.71497875,-0.7424252,0.93430346,1.4428768,-1.0478731,1.1425779,0.5794705,0.25352585,-1.2396604,0.76597846
0.8434477,-0.7917548,-0.8835039,1.0763608,0.4534392,-1.5270609,-0.8322179,0.41020387,-0.31534532,1.5255741,-1.2514093,0.25259852,1.6572908,1.3622369,1.5829846,-0.16292293,-1.0622524,-0.17173676,-1.316828,-1.6164814,-0.23081154,-0.8601253,1.2405266,1.1066084,-0.17970964,0.19181043,0.7758816,-0.34168392,-1.6093347,0.7796476
1.9617807,-0.78298604,0.7518567,0.49496707,-0.08543725,0.79305434,0.4998833,0.9305731,0.32490355,0.5786404,-1.6154506,0.47801632,0.6502943,1.3406513,0.12597176,1.2187716,0.38032132,0.68910515,-1.041974,-1.7479035,0.7730095,0.3856418,1.3543603,1.8269625,-0.429043,1.6868446,0.74969393,-1.516252,-1.5150506,0.07482539
0.64293724,0.28904477,0.34459668,0.65523684,-0.30005407,-0.59769356,-1.1044221,-0.0058509223,-1.4742572,0.033165462,-0.35297328,-0.7165604,2.569646,1.608514,-0.505129,0.5642771,-1.2901694,-0.5379503,-2.3242357,-1.2833649,-0.45144314,-1.0464889,0.3630933,0.7034515,-0.72967845,0.2939719,1.4334857,0.14782062,-1.6549503,0.899091
0.32422346,0.40806597,0.9761674,0.7193262,1.0765356,-0.9715215,-0.0362728,-1.1475141,-1.278725,-0.6480909,-0.6275474,1.0265449,0.76193213,1.0469667,-0.16121647,-0.19089456,-1.22698,0.2925535,-0.96909595,-1.6136497,-0.47767365,-0.26099682,0.7893135,1.2419317,-0.21080656,1.2757701,1.2484119,0.94759744,-1.8432618,1.5795475
1.5396949,0.47300503,-0.7221765,2.0815592,0.45523354,0.970701,-0.53573406,1.5556078,-0.3938673,-0.6724546,-0.9248155,-0.8148959,0.99012434,1.5830878,-0.95842946,-0.81267035,-1.3203256,0.083275385,-0.746256,-0.38399664,-0.43570203,0.12160407,0.38702178,0.73436546,0.38935304,0.14600979,1.7447746,-1.2351847,-2.4205785,0.93954253
1.8738191,1.2898821,0.95973384,-0.12847477,0.3693821,-1.5532438,-1.3554088,-1.0189843,-0.52784824,0.4547976,0.5668491,1.5039368,1.4390581,1.3281682,-0.32708263,0.9062375,1.144765,-0.18768382,-0.16858497,0.26532045,-0.45888168,0.782656,-0.2519972,2.555234,-0.19804406,0.10250962,0.74860936,-0.5372088,-0.054457203,0.74643415
0.5634463,-0.14121178,-0.0030444488,1.9514107,0.35946247,0.3748422,0.06039554,-0.14081188,0.64559305,-0.58019406,-0.15304363,1.2773241,-0.8024828,3.2362554,-1.0772544,0.028911144,-0.71293306,1.3220476,-1.5072765,-1.2576536,-0.4169733,0.46675998,0.34648988,2.4123611,-0.5495533,1.7498534,-0.13178724,-0.01398772,-1.3492821,0.35549384
1.6470729,0.08642831,1.2262554,-0.16857055,0.05004648,-1.8760734,-0.91860807,0.61147165,-0.99401313,-0.87717736,-0.61262536,1.0620408,0.05704704,1.0493586,0.3450906,1.2521906,-0.16137557,0.2292011,0.0789116,-0.041497543,0.32718334,-0.4110766,0.027035337,2.099047,0.7391662,1.4196551,0.7549051,-1.0530598,-0.7940221,0.8244049
1.3646634,0.7287847,1.2068847,1.2452041,-0.61256164,-0.10908903,0.6327934,1.2564156,0.11084847,-0.7136344,-2.237366,0.6289498,1.1754956,0.27772516,0.1619142,0.3005358,0.56124437,0.8074237,1.6889454,0.27865556,1.5290098,0.61172765,-0.8270097,0.49229985,0.13244796,0.8180429,-0.5824557,-0.30496922,-1.1823541,0.7292386
0.1722353,-0.15975715,0.7845195,1.2704057,0.3707839,-1.2665468,0.2874503,-0.20518242,0.6212968,1.0441267,-1.6480117,-0.23271899,-0.50816214,-1.4239887,-0.45974055,1.03853,0.96044767,1.8323041,0.8969097,0.43518227,0.8347054,-0.4888168,-1.4147089,0.48346135,-0.29659763,-0.03152883,0.6222376,1.0532875,0.13542157,1.0783182
3.1640058,1.2707404,0.5550913,-0.15513745,1.226934,-1.0255644,-1.061972,-0.21268927,-0.7301279,-0.80779624,-1.0035052,2.093525,1.8427825,1.1467175,-0.39388222,0.8432333,-0.31873354,0.1256685,-0.057664126,-0.37401935,0.022137508,-0.36371836,-0.21299672,-0.34749177,-0.023479104,1.6437792,0.8261579,-0.27350825,-1.1072478,-0.06544657
2.6057243,-0.87694675,0.8023167,1.5009842,0.03394764,0.27634192,0.20175512,1.1697996,0.88628906,-1.533412,-0.5489498,1.4501517,0.67428386,0.51065433,-0.00075794756,0.3889038,0.27835333,-0.023636749,-0.26996574,0.8278627,-0.18511564,0.3671093,-0.37850904,0.9738369,-0.6712788,1.7787176,1.7172939,-1.0423331,-0.62764716,-0.2533103
2.0033107,0.5883615,0.6863641,0.5828505,-0.061155178,-1.3409339,1.0598018,-0.6047395,-1.4364916,0.26531896,-1.7208047,2.2011015,1.0110389,0.12097287,0.37115636,-0.07590656,-0.83526105,0.5482117,-0.30379313,0.060761094,0.8592227,0.014819503,-0.81581783,1.3822606,-1.5334263,1.4237701,1.3772737,-0.39550835,-0.7738106,0.0194875
1.1963538,1.071866,-0.23332153,-0.020558178,1.0503807,-0.9464605,-0.36243883,1.9981976,0.5203726,0.83430976,-1.1431963,1.0804856,0.8993713,0.53648305,-0.23212393,-0.6957782,-0.40453672,0.30278328,-1.6676804,0.045753777,0.09155503,-1.8979044,-0.19560876,0.7483332,-0.12063503,1.7598369,1.5308545,0.18740314,-0.91819346,0.6731363
1.9317591,0.5843251,0.2560242,0.71043,-0.4169228,-1.1010971,1.1486161,0.5843902,-0.019026324,-0.27376997,-1.3744607,0.99926233,0.47272986,1.8554913,0.64478123,1.1113389,-0.8720134,1.220042,-0.4272825,-0.3917066,-0.04145106,-1.1593921,-0.75520164,1.3651474,-0.16311675,1.4013969,0.97101015,-0.56758434,-0.9553158,0.9837989
0.9621484,0.6388124,1.6999735,1.3981988,-0.5692811,-0.6330304,-0.6102131,-0.50443625,0.53010875,-0.15606543,-2.3178298,1.055615,0.22877663,0.023328885,-0.8827205,0.6636178,-0.4059673,-1.1223708,-0.6142428,0.022946253,0.61709857,0.8804733,-1.2139416,1.6175932,1.072202,1.0192429,0.31781185,-0.43367544,0.00816825,0.70760876
0.63168913,-0.4945467,-0.04935227,1.6403054,-0.71223336,-1.8461062,0.84351957,-0.6356578,0.5809119,1.5888125,-1.9560208,-0.1107623,0.6392141,-0.23684427,0.7132931,1.1997619,1.0663934,0.45012867,-0.51565045,0.9183955,0.14369729,0.88786346,-1.1298318,0.4874738,0.16755664,1.6659627,-1.1718506,-0.066225246,-0.095779255,-1.0356396
1.7023667,2.1992226,-0.17066488,0.0017515123,1.2386777,-0.64413905,-0.95452166,-0.2791512,-1.3073626,0.36275828,-1.2141161,-0.10892132,1.0565476,1.8807985,1.212148,0.14447904,-2.0487733,-0.24327864,-0.024818793,-0.83440423,0.27397442,0.02869539,-1.4840239,1.7570208,-0.72574294,0.58016795,0.13111709,-0.3475048,-1.2492632,1.1190827
1.3552583,1.4628258,1.3996923,0.5648016,0.12449496,-0.67256254,-0.8984036,-0.40001652,0.62852293,0.021730058,-0.27534366,0.6366635,1.4066691,1.3705932,-0.8609786,0.5950893,1.0291859,0.51674986,0.20739168,0.1346927,-0.40906066,0.02476558,-0.6009506,1.1780777,0.8141586,-0.21871284,1.481238,-1.7418628,-2.2723324,0.8874548
0.9963073,1.3714129,1.0250771,0.003660053,1.4330746,-0.78394294,-0.21177298,0.25739473,-1.2103311,-0.6144335,-0.075349525,-0.015514623,1.495289,0.6667104,-0.86641204,-2.0531366,-0.6018159,-1.5441678,0.77964044,-1.7591,-0.29353312,0.34478915,-0.4732287,1.2863221,-1.0736251,1.1739415,-0.11615362,0.49531353,0.261331,-0.44690076
1.5197701,1.5857292,0.38376206,0.1735757,-0.37021455,-0.53541774,-0.70466137,0.12498738,0.42602938,-0.31176314,-1.4727902,2.1315281,0.8701481,1.4443835,-0.9210613,-0.24861623,-0.6887455,-1.0073967,0.19549075,0.2210496,1.0146227,0.21824266,-1.4928071,1.008324,-0.37063992,1.4031662,1.1323935,-1.3330133,-1.0042715,-0.08415052
0.026359782,0.067203194,-0.37777695,1.2907498,-0.882864,-0.96668214,-0.8632018,0.28986347,-0.801814,-0.38993853,0.7628486,0.1538102,1.9993768,1.1604624,-0.90470636,-0.46908462,-1.0578256,-1.5667443,-0.54850566,-1.1515391,-0.3889224,-0.69727224,0.52265936,1.1436672,-0.9316067,1.006628,1.004965,0.047172993,-2.1587794,0.8193917
2.2048633,0.41538575,0.23210523,0.801803,-0.04492353,-1.1787052,-0.52798676,-0.1566589,0.18903898,-0.9258365,-1.0209937,-0.45430446,1.5263243,1.2825329,-1.2142253,-0.35924625,0.51983327,-0.10880022,-1.4708618,-0.39801133,-0.5749722,0.7469554,-0.59451276,1.6682597,-0.08700736,1.3173008,0.44806418,-1.5039008,-1.3304379,0.84159213
2.017323,0.57104206,0.5890382,1.1063113,-0.41274863,-0.8510848,-0.27663183,0.05602008,0.31215173,-0.3497309,-1.028389,1.866685,1.5068383,1.3586422,-1.1072639,-0.0926462,-0.18600996,0.61352736,-0.74670434,-0.585197,0.41831893,0.3675084,-0.9375623,1.7213197,0.21348366,1.858734,-0.5736347,-0.8740788,0.12135959,1.033766
1.7125496,0.38145757,0.41805255,-0.5891043,-0.17828819,-2.4513714,-1.6212077,-0.24913393,-0.13183354,0.93674695,-0.31494263,0.55959636,2.0558238,1.0710856,0.39149007,0.71801305,-0.4354642,-0.053430714,0.22574085,-1.0603484,0.23112357,-0.71578026,-0.3091097,0.6369578,0.56926143,1.0621685,-0.3406493,-0.3882614,0.19569376,1.0205432
1.6273941,0.6509917,0.20211418,1.139071,0.17437881,-1.5636795,-0.523615,-0.82488155,-0.32881737,-0.014930263,-0.35409197,1.5745996,0.26108548,1.702572,-1.4798818,-0.9781907,-0.7873017,0.18066266,0.050349772,-0.21083307,-0.938815,0.62726873,-0.4920705,1.7109461,0.6061876,2.0709534,0.90265507,-0.8268624,-1.3560708,0.49371362
